Entity,label,description,identifier,inScheme,prefix,vocabulary
http://vocabs.lter-europe.net/EnvThes/21064,survival,[GEMET] The act or fact of surviving or condition of having survived.,EnvThes:21064,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21065,survival rate,[OBI] A measurement data that represents the percentage of people or animals in a study or treatment group who are alive for a given period of time after diagnosis or initiation of monitoring.,EnvThes:21065,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21071,production,"[Henderson's] n. in ecology, the assimilation of nutrients into biomass. see net primary production, primary production.",EnvThes:21071,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21096,chemical defence,"[Henderson's] unpalatable or toxic chemicals, such as astringent tannins and toxic alkaloids, produced by plants in their tissues to deter herbivores.",EnvThes:21096,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21097,competition,"[Henderson's] n. (1) active demand by two or more organisms for a material or con­dition, so that both are inhibited by the demand, e.g. plants competing for light and water, cf. amensalism; (2) active demand by two or more substances for the same binding site on an enzyme or receptor. alt. competitive binding.",EnvThes:21097,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21173,biomass dry,[no definition],EnvThes:21173,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21174,biomass fresh,[no definition],EnvThes:21174,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21196,biomass moisture content,[no definition],EnvThes:21196,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21211,stomatal conductance,"stomatal conductance, usually measured in mmol m⁻² s⁻¹, is the measure of the rate of passage of carbon dioxide [CO2] entering, or water vapor exiting through the stomata of a leaf.",EnvThes:21211,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21245,environmental stress,"[APAONTO] Naturally occurring or experimentally manipulated qualities of the physical environment which result in strain or disequilibrium. Consider also other specific terms [e.g., CROWDING, NOISE EFFECTS].",EnvThes:21245,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21360,biomass allocation,[no definition],EnvThes:21360,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21379,cell size,[CRISP]* the physical dimensions of a cell; may refer to changes in dimensions correlated with physiological or pathological changes in cells.,EnvThes:21379,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21409,relative growth rate,[no definition],EnvThes:21409,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21412,life form,[Henderson's] the typical adult form of a species.,EnvThes:21412,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21488,habitat disturbance,[no definition],EnvThes:21488,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21551,dry matter content,[no definition],EnvThes:21551,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21558,osmotic pressure,"[Henderson's] a measure of the osmotic activity of a solution, deﬁned as the minimum pressure that must be exerted to prevent the passage of pure solvent into the solution when the two are separated by a semipermeable membrane. Osmotic pressure is proportional to solute concentration.",EnvThes:21558,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21564,surface area,[HUPSON] The area of a surface of some entity.,EnvThes:21564,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21577,vapor pressure,"The partial pressure of water vapour in the atmosphere. For a liquid or solid, the pressure of the vapour in equilibrium with the liquid or solid.",EnvThes:21577,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21580,reflectance,"The ratio of the total amount of radiation, as of light, reflected by a surface to the total amount of radiation incident on the surface.",EnvThes:21580,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21586,temporal pattern,[no definition],EnvThes:21586,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21762,remote sensing,"1) The scientific detection, recognition, inventory and analysis of land and water area by the use of distant sensors or recording devices such as photography, thermal scanners, radar, etc. 2) Complex of techniques for the remote measure of electromagnetic energy emitted by objects.",EnvThes:21762,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21785,aquatic,"Any watery environment, from small to large, from pond to ocean, in which plants and animals interact with the chemical and physical features of the environment.",EnvThes:21785,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21880,terrestrial,[no definition],EnvThes:21880,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21900,layer,"[Henderson's] n. horizontal stratum in a plant com­munity. The following are usually distin­guished: the tree layer or canopy, the shrub layer, comprising the shrubby understorey, the herb layer of grass and herbaceous plants, and the ground [moss] layer, com­prising the ground surface and lichens and mosses.",EnvThes:21900,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21976,fresh,[no definition],EnvThes:21976,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/22003,per unit area,[no definition],EnvThes:22003,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/22004,per unit length,[no definition],EnvThes:22004,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/22005,per unit time,[no definition],EnvThes:22005,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/22025,above ground biomass,[no definition],EnvThes:22025,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/22082,air carbon dioxide concentration,"A concentration is the amount of a substance in a given volume, thus CO2 concentration is a measure of the percentage of the atmosphere that is composed of CO2 [e.g., 380 ppm].",EnvThes:22082,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/22096,flowering date,date of flowering,EnvThes:22096,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/22133,hydraulic conductivity,"Hydraulic conductance is a measure of the efficiency of bulk flow through a material, and defined as the flow rate per unit pressure driving force.",EnvThes:22133,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/22155,leaf age,[no definition],EnvThes:22155,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/22157,leaf area index,"[Henderson's] of a given area of vegetation, the total area of photosynthetic leaf surface divided by the area of soil covered.",EnvThes:22157,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/22158,leaf area ratio,[Henderson's] the ratio of the photosynthetic surface area of a leaf to its dry weight.,EnvThes:22158,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/22159,leaf longevity time,"[Kihachiro Kikuzawa] Leaf longevity is an integral part of a quintet of highly intercorrelated and functionally interdependent traits that organize the function of leaves as photosynthetic organs: photosynthetic capacity, A max",EnvThes:22159,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/22221,saturated hydraulic conductivity,[no definition],EnvThes:22221,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/22222,saturated water content,[no definition],EnvThes:22222,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/22228,seed longevity time,[no definition],EnvThes:22228,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/22232,seed viability ratio,The viability of a seed after storage or treatment.,EnvThes:22232,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/22281,soil water content,Volume of water of total soil volume,EnvThes:22281,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/22283,soil water potential,[no definition],EnvThes:22283,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/22311,water potential,[no definition],EnvThes:22311,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/30101,below ground biomass,[no definition],EnvThes:30101,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/21497,resource availability," [S. D. Tiegs] Resource availability is an important ecosystem attribute that can influence species distributions\ \ and ecosystem processes... , ""[Allen H. Hurlbert] Resource availability is an important constraint on community structure. Some authors have suggested\ \ it conceptually links two of the most basic patterns in ecology, the species-area relationship and\ \ the latitudinal gradient in species richness... , ""[Marja A. van Staalduinen] Resource availability is an important factor affecting the capacity of compensatory growth after\ \ grazing...",EnvThes:21497,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/22120,fire severity index,"The effect of a fire on ecosystem properties, usually defined by the degree of soil heating or mortality and damage of vegetation.",EnvThes:22120,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/22051,nitrogen symbiotic fixation,[no definition],EnvThes:22051,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://vocabs.lter-europe.net/EnvThes/20698,seedling,A young plant that is grown from a seed,EnvThes:20698,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Environmental Thesaurus
http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61556,defence,A trait or behaviour that is useful for repelling an enemy.,C61556,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#,INBIO,Invasion Biology Ontology
http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000131,Hagen Poiseuille equation,"In fluid dynamics, the Hagen Poiseuille equation is a physical law that gives the pressure drop in a fluid flowing through a long cylindrical pipe. The assumptions of the equation are that the flow is laminar viscous and incompressible and the flow is through a constant circular cross-section that is substantially longer than its diameter. The equation is also known as the Hagen Poiseuille law, Poiseuille law and Poiseuille equation. ... In standard fluid dynamics notation: Delta P = \frac{8 \mu L Q}{ \pi r^4} or \Delta P = \frac{128 \mu L Q}{ \pi d^4} where: P is the pressure drop L is the length of pipe is the dynamic viscosity Q is the volumetric flow rate r is the radius d is the diameter Physics notation \Phi = \frac{dV}{dt} = v \pi R^{2} = \frac{\pi R^{4}}{8 \eta} \left[ \frac{- \Delta P}{\Delta x}\right] = \frac{\pi R^{4}}{8 \eta} \frac{ |\Delta P|}{L} where: V is a volume of the liquid poured [cubic meters] t is the time [seconds] v is mean fluid velocity along the length of the tube [meters/second] x is a distance in direction of flow [meters] R is the internal radius of the tube [meters] P is the pressure difference between the two ends [pascals] L is the total length of the tube in the x direction [meters]. source: http://en.wikipedia.org/wiki/Poiseuille_equation",SCAIVPH_00000131,http://scai.fraunhofer.de/HuPSON#,hupson,Human Physiology Simulation Ontology
http://purl.jp/bio/4/id/200906054028027590,establishment,The process by which a plant becomes established in a new habitat.,IOBC:200906054028027590,http://purl.jp/bio/4/id/,IOBC,Interlinking Ontology for Biological Concepts
http://purl.jp/bio/4/id/200906064703668091,water holding capacity,[no definition],IOBC:200906064703668091,http://purl.jp/bio/4/id/,IOBC,Interlinking Ontology for Biological Concepts
http://purl.bioontology.org/ontology/MESH/D000068098,seed bank,"A repository of seeds maintained under optimal conditions that ensure long term storage, intended for use as a source of replenishment of seed stock or plant genetic material.",D000068098,http://purl.bioontology.org/ontology/MESH/,MESH,Medical Subject Headings
http://purl.bioontology.org/ontology/MESH/D004579,electron transport,"The process by which ELECTRONS are transported from a reduced substrate to molecular OXYGEN. (From Bennington, Saunders Dictionary and Encyclopedia of Laboratory Medicine and Technology, 1984, p270)",D004579,http://purl.bioontology.org/ontology/MESH/,MESH,Medical Subject Headings
http://purl.bioontology.org/ontology/MESH/D005740,gas,"The vapor state of matter; nonelastic fluids in which the molecules are in free movement and their mean positions far apart. Gases tend to expand indefinitely, to diffuse and mix readily with other gases, to have definite relations of volume, temperature, and pressure, and to condense or liquefy at low temperatures or under sufficient pressure. (Grant & Hackh's Chemical Dictionary, 5th ed)",D005740,http://purl.bioontology.org/ontology/MESH/,MESH,Medical Subject Headings
http://purl.bioontology.org/ontology/MESH/D013718,tensile strength,The maximum stress a material subjected to a stretching load can withstand without tearing.,D013718,http://purl.bioontology.org/ontology/MESH/,MESH,Medical Subject Headings
http://purl.bioontology.org/ontology/MESH/D019245,compressive strength,The maximum compression a material can withstand without failure.,D019245,http://purl.bioontology.org/ontology/MESH/,MESH,Medical Subject Headings
http://purl.bioontology.org/ontology/MESH/D055595,mechanical phenomena,The properties and processes of materials that affect their behavior under force.,D055595,http://purl.bioontology.org/ontology/MESH/,MESH,Medical Subject Headings
http://purl.bioontology.org/ontology/MESH/D012273,Ribulose-Bisphosphate Carboxylase,"A carboxy-lyase that plays a key role in photosynthetic carbon assimilation in the CALVIN-BENSON CYCLE by catalyzing the formation of 3-phosphoglycerate from ribulose 1,5-biphosphate and CARBON DIOXIDE. It can also utilize OXYGEN as a substrate to catalyze the synthesis of 2-phosphoglycolate and 3-phosphoglycerate in a process referred to as photorespiration.",D012273,http://purl.bioontology.org/ontology/MESH/,MESH,Medical Subject Headings
http://purl.bioontology.org/ontology/MESH/D008962,"Models, Theoretical","Theoretical representations that simulate the behavior or activity of systems, processes, or phenomena. They include the use of mathematical equations, computers, and other electronic equipment.",D008962,http://purl.bioontology.org/ontology/MESH/,MESH,Medical Subject Headings
http://purl.obolibrary.org/obo/CARO_0000043,tissue,"Multicellular anatomical structure that consists of many cells of one or a few types, arranged in an extracellular matrix such that their long-range organisation is at least partly a repetition of their short-range organisation.",CARO_0000043,http://purl.obolibrary.org/obo/,obo,Common Anatomy Reference Ontology
http://purl.obolibrary.org/obo/CHEBI_15377,water,An oxygen hydride consisting of an oxygen atom that is covalently bonded to two hydrogen atoms.,CHEBI_15377,http://purl.obolibrary.org/obo/,obo,Chemical Entities of Biological Interest
http://purl.obolibrary.org/obo/CHEBI_15379,"dioxygen, oxygen",[no definition],CHEBI_15379,http://purl.obolibrary.org/obo/,obo,Chemical Entities of Biological Interest
http://purl.obolibrary.org/obo/CHEBI_16526,carbon dioxide,"A one-carbon compound with formula CO2 in which the carbon is attached to each oxygen atom by a double bond. A colourless, odourless gas under normal conditions, it is produced during respiration by all animals, fungi and microorganisms that depend directly or indirectly on living or decaying plants for food.",CHEBI_16526,http://purl.obolibrary.org/obo/,obo,Chemical Entities of Biological Interest
http://purl.obolibrary.org/obo/CHEBI_16646,carbohydrate,"Any member of the class of organooxygen compounds that is a polyhydroxy-aldehyde or -ketone or a lactol resulting from their intramolecular condensation [monosaccharides]; substances derived from these by reduction of the carbonyl group [alditols], by oxidation of one or more hydroxy groups to afford the corresponding aldehydes, ketones, or carboxylic acids, or by replacement of one or more hydroxy group[s] by a hydrogen atom; and polymeric products arising by intermolecular acetal formation between two or more such molecules [disaccharides, polysaccharides and oligosaccharides]. Carbohydrates contain only carbon, hydrogen and oxygen atoms; prior to any oxidation or reduction, most have the empirical formula Cm[H2O]n. Compounds obtained from carbohydrates by substitution, etc., are known as carbohydrate derivatives and may contain other elements. Cyclitols are generally not regarded as carbohydrates.",CHEBI_16646,http://purl.obolibrary.org/obo/,obo,Chemical Entities of Biological Interest
http://purl.obolibrary.org/obo/CHEBI_18059,lipid,"Lipids' is a loosely defined term for substances of biological origin that are soluble in nonpolar solvents. They consist of saponifiable lipids, such as glycerides [fats and oils] and phospholipids, as well as nonsaponifiable lipids, principally steroids.",CHEBI_18059,http://purl.obolibrary.org/obo/,obo,Chemical Entities of Biological Interest
http://purl.obolibrary.org/obo/CHEBI_18154,polysaccharide,A biomacromolecule consisting of large numbers of monosaccharide residues linked glycosidically. This term is commonly used only for those containing more than ten monosaccharide residues.,CHEBI_18154,http://purl.obolibrary.org/obo/,obo,Chemical Entities of Biological Interest
http://purl.obolibrary.org/obo/CHEBI_18230,chlorophyll a,[no definition],CHEBI_18230,http://purl.obolibrary.org/obo/,obo,Chemical Entities of Biological Interest
http://purl.obolibrary.org/obo/CHEBI_18248,iron atom,An iron group element atom that has atomic number 26.,CHEBI_18248,http://purl.obolibrary.org/obo/,obo,Chemical Entities of Biological Interest
http://purl.obolibrary.org/obo/CHEBI_18291,manganese atom,[no definition],CHEBI_18291,http://purl.obolibrary.org/obo/,obo,Chemical Entities of Biological Interest
http://purl.obolibrary.org/obo/CHEBI_22984,calcium atom,[no definition],CHEBI_22984,http://purl.obolibrary.org/obo/,obo,Chemical Entities of Biological Interest
http://purl.obolibrary.org/obo/CHEBI_23044,carotenoid,"One of a class of tetraterpenoids [C40], formally derived from the acyclic parent, ψ,ψ-carotene by hydrogenation, dehydrogenation, cyclization, oxidation, or combination of these processes. This class includes carotenes, xanthophylls and certain compounds that arise from rearrangement of the skeleton of ψ,ψ-carotene or by loss of part of this structure. Retinoids are excluded.",CHEBI_23044,http://purl.obolibrary.org/obo/,obo,Chemical Entities of Biological Interest
http://purl.obolibrary.org/obo/CHEBI_23116,chlorine atom,[no definition],CHEBI_23116,http://purl.obolibrary.org/obo/,obo,Chemical Entities of Biological Interest
http://purl.obolibrary.org/obo/CHEBI_23367,molecular,"Any constitutionally or isotopically distinct atom, molecule, ion, ion pair, radical, radical ion, complex, conformer etc., identifiable as a separately distinguishable entity.",CHEBI_23367,http://purl.obolibrary.org/obo/,obo,Chemical Entities of Biological Interest
http://purl.obolibrary.org/obo/CHEBI_24866,salt,An ionic compound that results from the neutralization of an acid and a base.,CHEBI_24866,http://purl.obolibrary.org/obo/,obo,Chemical Entities of Biological Interest
http://purl.obolibrary.org/obo/CHEBI_25107,magnesium atom,[no definition],CHEBI_25107,http://purl.obolibrary.org/obo/,obo,Chemical Entities of Biological Interest
http://purl.obolibrary.org/obo/CHEBI_25555,nitrogen atom,[no definition],CHEBI_25555,http://purl.obolibrary.org/obo/,obo,Chemical Entities of Biological Interest
http://purl.obolibrary.org/obo/CHEBI_26195,polyphenol,Members of the class of phenols that contain 2 or more benzene rings each of which is substituted by at least one hydroxy group.,CHEBI_26195,http://purl.obolibrary.org/obo/,obo,Chemical Entities of Biological Interest
http://purl.obolibrary.org/obo/CHEBI_26216,potassium atom,[no definition],CHEBI_26216,http://purl.obolibrary.org/obo/,obo,Chemical Entities of Biological Interest
http://purl.obolibrary.org/obo/CHEBI_26708,sodium atom,[no definition],CHEBI_26708,http://purl.obolibrary.org/obo/,obo,Chemical Entities of Biological Interest
http://purl.obolibrary.org/obo/CHEBI_26833,sulfur atom,[no definition],CHEBI_26833,http://purl.obolibrary.org/obo/,obo,Chemical Entities of Biological Interest
http://purl.obolibrary.org/obo/CHEBI_26848,tannin,"Any of a group of astringent polyphenolic vegetable principles or compounds, chiefly complex glucosides of catechol and pyrogallol.",CHEBI_26848,http://purl.obolibrary.org/obo/,obo,Chemical Entities of Biological Interest
