sort,term type,term,ontology,identifier,base_code,base_identifier_to_match,term to use in keyword list,url,scheme,prefix,description
705,morphology-whole plant,dead wood biomass,Environmental Thesaurus,EnvThes:20927,20927,EnvThes:20927,dead wood biomass [EnvThes:20927],http://vocabs.lter-europe.net/EnvThes/20927,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Dead trees or dead branches or wood on a tree
620,,clonal growth,Environmental Thesaurus,EnvThes:21032,21032,EnvThes:21032,clonal growth [EnvThes:21032],http://vocabs.lter-europe.net/EnvThes/21032,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
621,,vegetative growth,Environmental Thesaurus,EnvThes:21034,21034,EnvThes:21034,vegetative growth [EnvThes:21034],http://vocabs.lter-europe.net/EnvThes/21034,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
351,other key words,dispersal,Environmental Thesaurus,EnvThes:21038,21038,EnvThes:21038,dispersal [EnvThes:21038],http://vocabs.lter-europe.net/EnvThes/21038,http://vocabs.lter-europe.net/EnvThes/,EnvThes,"Biological dispersal refers to both the movement of individuals (animals, plants, fungi, bacteria, etc.) from their birth site to their breeding site, as well as the movement from one breeding site to another. Disperal is also used to describe the movement of propagules such as seeds and spores.
"
352,other key words,seed dispersal,Environmental Thesaurus,EnvThes:21042,21042,EnvThes:21042,seed dispersal [EnvThes:21042],http://vocabs.lter-europe.net/EnvThes/21042,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
546,life history,generation time,Environmental Thesaurus,EnvThes:21043,21043,EnvThes:21043,generation time [EnvThes:21043],http://vocabs.lter-europe.net/EnvThes/21043,http://vocabs.lter-europe.net/EnvThes/,EnvThes,"[Henderson's] [1] of cells, the time between formation of a somatic cell by mitosis and its own division; [2] of human and animal populations, the average span of time between the birth of parents and the birth of their offspring; [3] of microor­ganisms, time taken for one cell to divide and produce two new cells, often expressed as the time taken for the population to double."
533,,survival,Environmental Thesaurus,EnvThes:21064,21064,EnvThes:21064,survival [EnvThes:21064],http://vocabs.lter-europe.net/EnvThes/21064,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[GEMET] The act or fact of surviving or condition of having survived.
532,life history,survival rate,Environmental Thesaurus,EnvThes:21065,21065,EnvThes:21065,survival rate [EnvThes:21065],http://vocabs.lter-europe.net/EnvThes/21065,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[OBI] A measurement data that represents the percentage of people or animals in a study or treatment group who are alive for a given period of time after diagnosis or initiation of monitoring.
509,,production,Environmental Thesaurus,EnvThes:21071,21071,EnvThes:21071,production [EnvThes:21071],http://vocabs.lter-europe.net/EnvThes/21071,http://vocabs.lter-europe.net/EnvThes/,EnvThes,"[Henderson's] n. in ecology, the assimilation of nutrients into biomass. see net primary production, primary production."
49,class 2,chemical defence,Environmental Thesaurus,EnvThes:21096,21096,EnvThes:21096,chemical defence [EnvThes:21096],http://vocabs.lter-europe.net/EnvThes/21096,http://vocabs.lter-europe.net/EnvThes/,EnvThes,"[Henderson's] unpalatable or toxic chemicals, such as astringent tannins and toxic alkaloids, produced by plants in their tissues to deter herbivores."
573,,competition,Environmental Thesaurus,EnvThes:21097,21097,EnvThes:21097,competition [EnvThes:21097],http://vocabs.lter-europe.net/EnvThes/21097,http://vocabs.lter-europe.net/EnvThes/,EnvThes,"[Henderson's] n. (1) active demand by two or more organisms for a material or con­dition, so that both are inhibited by the demand, e.g. plants competing for light and water, cf. amensalism; (2) active demand by two or more substances for the same binding site on an enzyme or receptor. alt. competitive binding."
703,morphology-whole plant,biomass dry,Environmental Thesaurus,EnvThes:21173,21173,EnvThes:21173,biomass dry [EnvThes:21173],http://vocabs.lter-europe.net/EnvThes/21173,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
702,morphology-whole plant,biomass fresh,Environmental Thesaurus,EnvThes:21174,21174,EnvThes:21174,biomass fresh [EnvThes:21174],http://vocabs.lter-europe.net/EnvThes/21174,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
704,morphology-whole plant,biomass moisture content,Environmental Thesaurus,EnvThes:21196,21196,EnvThes:21196,biomass moisture content [EnvThes:21196],http://vocabs.lter-europe.net/EnvThes/21196,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
417,physiology,stomatal conductance,Environmental Thesaurus,EnvThes:21211,21211,EnvThes:21211,stomatal conductance [EnvThes:21211],http://vocabs.lter-europe.net/EnvThes/21211,http://vocabs.lter-europe.net/EnvThes/,EnvThes,"stomatal conductance, usually measured in mmol m⁻² s⁻¹, is the measure of the rate of passage of carbon dioxide [CO2] entering, or water vapor exiting through the stomata of a leaf."
538,life history,environmental stress,Environmental Thesaurus,EnvThes:21245,21245,EnvThes:21245,environmental stress [EnvThes:21245],http://vocabs.lter-europe.net/EnvThes/21245,http://vocabs.lter-europe.net/EnvThes/,EnvThes,"[APAONTO] Naturally occurring or experimentally manipulated qualities of the physical environment which result in strain or disequilibrium. Consider also other specific terms [e.g., CROWDING, NOISE EFFECTS]."
701,morphology-whole plant,biomass allocation,Environmental Thesaurus,EnvThes:21360,21360,EnvThes:21360,biomass allocation [EnvThes:21360],http://vocabs.lter-europe.net/EnvThes/21360,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
478,morphology-cell,cell size,Environmental Thesaurus,EnvThes:21379,21379,EnvThes:21379,cell size [EnvThes:21379],http://vocabs.lter-europe.net/EnvThes/21379,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[CRISP]* the physical dimensions of a cell; may refer to changes in dimensions correlated with physiological or pathological changes in cells.
414,physiology,relative growth rate,Environmental Thesaurus,EnvThes:21409,21409,EnvThes:21409,relative growth rate [EnvThes:21409],http://vocabs.lter-europe.net/EnvThes/21409,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
618,,life form,Environmental Thesaurus,EnvThes:21412,21412,EnvThes:21412,life form [EnvThes:21412],http://vocabs.lter-europe.net/EnvThes/21412,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[Henderson's] the typical adult form of a species.
625,,habitat disturbance,Environmental Thesaurus,EnvThes:21488,21488,EnvThes:21488,habitat disturbance [EnvThes:21488],http://vocabs.lter-europe.net/EnvThes/21488,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
706,morphology-whole plant,dry matter content,Environmental Thesaurus,EnvThes:21551,21551,EnvThes:21551,dry matter content [EnvThes:21551],http://vocabs.lter-europe.net/EnvThes/21551,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
413,physiology,osmotic pressure,Environmental Thesaurus,EnvThes:21558,21558,EnvThes:21558,osmotic pressure [EnvThes:21558],http://vocabs.lter-europe.net/EnvThes/21558,http://vocabs.lter-europe.net/EnvThes/,EnvThes,"[Henderson's] a measure of the osmotic activity of a solution, deﬁned as the minimum pressure that must be exerted to prevent the passage of pure solvent into the solution when the two are separated by a semipermeable membrane. Osmotic pressure is proportional to solute concentration."
126,measurement property,surface area,Environmental Thesaurus,EnvThes:21564,21564,EnvThes:21564,surface area [EnvThes:21564],http://vocabs.lter-europe.net/EnvThes/21564,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[HUPSON] The area of a surface of some entity.
419,,vapor pressure,Environmental Thesaurus,EnvThes:21577,21577,EnvThes:21577,vapor pressure [EnvThes:21577],http://vocabs.lter-europe.net/EnvThes/21577,http://vocabs.lter-europe.net/EnvThes/,EnvThes,"The partial pressure of water vapour in the atmosphere. For a liquid or solid, the pressure of the vapour in equilibrium with the liquid or solid."
207,,reflectance,Environmental Thesaurus,EnvThes:21580,21580,EnvThes:21580,reflectance [EnvThes:21580],http://vocabs.lter-europe.net/EnvThes/21580,http://vocabs.lter-europe.net/EnvThes/,EnvThes,"The ratio of the total amount of radiation, as of light, reflected by a surface to the total amount of radiation incident on the surface."
170,,temporal pattern,Environmental Thesaurus,EnvThes:21586,21586,EnvThes:21586,temporal pattern [EnvThes:21586],http://vocabs.lter-europe.net/EnvThes/21586,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
209,,remote sensing,Environmental Thesaurus,EnvThes:21762,21762,EnvThes:21762,remote sensing [EnvThes:21762],http://vocabs.lter-europe.net/EnvThes/21762,http://vocabs.lter-europe.net/EnvThes/,EnvThes,"1) The scientific detection, recognition, inventory and analysis of land and water area by the use of distant sensors or recording devices such as photography, thermal scanners, radar, etc. 2) Complex of techniques for the remote measure of electromagnetic energy emitted by objects."
700,,aquatic,Environmental Thesaurus,EnvThes:21785,21785,EnvThes:21785,aquatic [EnvThes:21785],http://vocabs.lter-europe.net/EnvThes/21785,http://vocabs.lter-europe.net/EnvThes/,EnvThes,"Any watery environment, from small to large, from pond to ocean, in which plants and animals interact with the chemical and physical features of the environment."
697,,terrestrial,Environmental Thesaurus,EnvThes:21880,21880,EnvThes:21880,terrestrial [EnvThes:21880],http://vocabs.lter-europe.net/EnvThes/21880,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
598,ecology,layer,Environmental Thesaurus,EnvThes:21900,21900,EnvThes:21900,layer [EnvThes:21900],http://vocabs.lter-europe.net/EnvThes/21900,http://vocabs.lter-europe.net/EnvThes/,EnvThes,"[Henderson's] n. horizontal stratum in a plant com­munity. The following are usually distin­guished: the tree layer or canopy, the shrub layer, comprising the shrubby understorey, the herb layer of grass and herbaceous plants, and the ground [moss] layer, com­prising the ground surface and lichens and mosses."
305,constraint,fresh,Environmental Thesaurus,EnvThes:21976,21976,EnvThes:21976,fresh [EnvThes:21976],http://vocabs.lter-europe.net/EnvThes/21976,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
142,measurement property,per unit area,Environmental Thesaurus,EnvThes:22003,22003,EnvThes:22003,per unit area [EnvThes:22003],http://vocabs.lter-europe.net/EnvThes/22003,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
143,measurement property,per unit length,Environmental Thesaurus,EnvThes:22004,22004,EnvThes:22004,per unit length [EnvThes:22004],http://vocabs.lter-europe.net/EnvThes/22004,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
144,measurement property,per unit time,Environmental Thesaurus,EnvThes:22005,22005,EnvThes:22005,per unit time [EnvThes:22005],http://vocabs.lter-europe.net/EnvThes/22005,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
552,ecology-allocation,above ground biomass,Environmental Thesaurus,EnvThes:22025,22025,EnvThes:22025,above ground biomass [EnvThes:22025],http://vocabs.lter-europe.net/EnvThes/22025,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
764,chemical entity,air carbon dioxide concentration,Environmental Thesaurus,EnvThes:22082,22082,EnvThes:22082,air carbon dioxide concentration [EnvThes:22082],http://vocabs.lter-europe.net/EnvThes/22082,http://vocabs.lter-europe.net/EnvThes/,EnvThes,"A concentration is the amount of a substance in a given volume, thus CO2 concentration is a measure of the percentage of the atmosphere that is composed of CO2 [e.g., 380 ppm]."
549,phenology,flowering date,Environmental Thesaurus,EnvThes:22096,22096,EnvThes:22096,flowering date [EnvThes:22096],http://vocabs.lter-europe.net/EnvThes/22096,http://vocabs.lter-europe.net/EnvThes/,EnvThes,date of flowering
418,physiology,hydraulic conductivity,Environmental Thesaurus,EnvThes:22133,22133,EnvThes:22133,hydraulic conductivity [EnvThes:22133],http://vocabs.lter-europe.net/EnvThes/22133,http://vocabs.lter-europe.net/EnvThes/,EnvThes,"Hydraulic conductance is a measure of the efficiency of bulk flow through a material, and defined as the flow rate per unit pressure driving force."
536,life history,leaf age,Environmental Thesaurus,EnvThes:22155,22155,EnvThes:22155,leaf age [EnvThes:22155],http://vocabs.lter-europe.net/EnvThes/22155,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
537,life history,leaf area index,Environmental Thesaurus,EnvThes:22157,22157,EnvThes:22157,leaf area index [EnvThes:22157],http://vocabs.lter-europe.net/EnvThes/22157,http://vocabs.lter-europe.net/EnvThes/,EnvThes,"[Henderson's] of a given area of vegetation, the total area of photosynthetic leaf surface divided by the area of soil covered."
652,morphology-leaf,leaf area ratio,Environmental Thesaurus,EnvThes:22158,22158,EnvThes:22158,leaf area ratio [EnvThes:22158],http://vocabs.lter-europe.net/EnvThes/22158,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[Henderson's] the ratio of the photosynthetic surface area of a leaf to its dry weight.
663,morphology-leaf,leaf longevity time,Environmental Thesaurus,EnvThes:22159,22159,EnvThes:22159,leaf longevity time [EnvThes:22159],http://vocabs.lter-europe.net/EnvThes/22159,http://vocabs.lter-europe.net/EnvThes/,EnvThes,"[Kihachiro Kikuzawa] Leaf longevity is an integral part of a quintet of highly intercorrelated and functionally interdependent traits that organize the function of leaves as photosynthetic organs: photosynthetic capacity, A max"
415,physiology,saturated hydraulic conductivity,Environmental Thesaurus,EnvThes:22221,22221,EnvThes:22221,saturated hydraulic conductivity [EnvThes:22221],http://vocabs.lter-europe.net/EnvThes/22221,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
416,physiology,saturated water content,Environmental Thesaurus,EnvThes:22222,22222,EnvThes:22222,saturated water content [EnvThes:22222],http://vocabs.lter-europe.net/EnvThes/22222,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
342,,seed longevity time,Environmental Thesaurus,EnvThes:22228,22228,EnvThes:22228,seed longevity time [EnvThes:22228],http://vocabs.lter-europe.net/EnvThes/22228,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
340,,seed viability ratio,Environmental Thesaurus,EnvThes:22232,22232,EnvThes:22232,seed viability ratio [EnvThes:22232],http://vocabs.lter-europe.net/EnvThes/22232,http://vocabs.lter-europe.net/EnvThes/,EnvThes,The viability of a seed after storage or treatment.
231,,soil water content,Environmental Thesaurus,EnvThes:22281,22281,EnvThes:22281,soil water content [EnvThes:22281],http://vocabs.lter-europe.net/EnvThes/22281,http://vocabs.lter-europe.net/EnvThes/,EnvThes,Volume of water of total soil volume
406,,soil water potential,Environmental Thesaurus,EnvThes:22283,22283,EnvThes:22283,soil water potential [EnvThes:22283],http://vocabs.lter-europe.net/EnvThes/22283,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
405,,water potential,Environmental Thesaurus,EnvThes:22311,22311,EnvThes:22311,water potential [EnvThes:22311],http://vocabs.lter-europe.net/EnvThes/22311,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
553,ecology-allocation,below ground biomass,Environmental Thesaurus,EnvThes:30101,30101,EnvThes:30101,below ground biomass [EnvThes:30101],http://vocabs.lter-europe.net/EnvThes/30101,http://vocabs.lter-europe.net/EnvThes/,EnvThes,[no definition]
,,resource availability,Environmental Thesaurus,EnvThes:21497,21497,EnvThes:21497,,http://vocabs.lter-europe.net/EnvThes/21497,http://vocabs.lter-europe.net/EnvThes/,EnvThes," [S. D. Tiegs] Resource availability is an important ecosystem attribute that can influence species distributions\ \ and ecosystem processes... , ""[Allen H. Hurlbert] Resource availability is an important constraint on community structure. Some authors have suggested\ \ it conceptually links two of the most basic patterns in ecology, the species-area relationship and\ \ the latitudinal gradient in species richness... , ""[Marja A. van Staalduinen] Resource availability is an important factor affecting the capacity of compensatory growth after\ \ grazing..."
,,fire severity index,Environmental Thesaurus,EnvThes:22120,22120,EnvThes:22120,,http://vocabs.lter-europe.net/EnvThes/22120,http://vocabs.lter-europe.net/EnvThes/,EnvThes,"The effect of a fire on ecosystem properties, usually defined by the degree of soil heating or mortality and damage of vegetation."
689,,defence,Invasion Biology Ontology,INBIO:C61556,C61556,C61556,defence [INBIO:C61556],http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C61556,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#,INBIO,A trait or behaviour that is useful for repelling an enemy.
491,morphology - vascular,Hagen Poiseuille equation,Human Physiology Simulation Ontology,hupson:SCAIVPH_00000131,SCAIVPH_00000131,SCAIVPH_00000131,Hagen Poiseuille equation [hupson:SCAIVPH_00000131],http://scai.fraunhofer.de/HuPSON#SCAIVPH_00000131,http://scai.fraunhofer.de/HuPSON#,hupson,"In fluid dynamics, the Hagen Poiseuille equation is a physical law that gives the pressure drop in a fluid flowing through a long cylindrical pipe. The assumptions of the equation are that the flow is laminar viscous and incompressible and the flow is through a constant circular cross-section that is substantially longer than its diameter. The equation is also known as the Hagen Poiseuille law, Poiseuille law and Poiseuille equation. ... In standard fluid dynamics notation: Delta P = \frac{8 \mu L Q}{ \pi r^4} or \Delta P = \frac{128 \mu L Q}{ \pi d^4} where: P is the pressure drop L is the length of pipe is the dynamic viscosity Q is the volumetric flow rate r is the radius d is the diameter Physics notation \Phi = \frac{dV}{dt} = v \pi R^{2} = \frac{\pi R^{4}}{8 \eta} \left[ \frac{- \Delta P}{\Delta x}\right] = \frac{\pi R^{4}}{8 \eta} \frac{ |\Delta P|}{L} where: V is a volume of the liquid poured [cubic meters] t is the time [seconds] v is mean fluid velocity along the length of the tube [meters/second] x is a distance in direction of flow [meters] R is the internal radius of the tube [meters] P is the pressure difference between the two ends [pascals] L is the total length of the tube in the x direction [meters]. source: http://en.wikipedia.org/wiki/Poiseuille_equation"
608,,establishment,Interlinking Ontology for Biological Concepts,IOBC:200906054028027590,2.01E+17,IOBC:200906054028027590,establishment [id:200906054028027590],http://purl.jp/bio/4/id/200906054028027590,http://purl.jp/bio/4/id/,IOBC,The process by which a plant becomes established in a new habitat.
404,physiology,water holding capacity,Interlinking Ontology for Biological Concepts,IOBC:200906064703668091,2.01E+17,IOBC:200906064703668091,water holding capacity [Interlinking Ontology for Biological Concepts:200906064703668091],http://purl.jp/bio/4/id/200906064703668091,http://purl.jp/bio/4/id/,IOBC,[no definition]
579,,seed bank,Medical Subject Headings,MESH:D000068098,D000068098,D000068098,seed bank [MESH:D000068098],http://purl.bioontology.org/ontology/MESH/D000068098,http://purl.bioontology.org/ontology/MESH/,MESH,"A repository of seeds maintained under optimal conditions that ensure long term storage, intended for use as a source of replenishment of seed stock or plant genetic material."
389,,electron transport,Medical Subject Headings,MESH:D004579,D004579,D004579,electron transport [MESH:D004579],http://purl.bioontology.org/ontology/MESH/D004579,http://purl.bioontology.org/ontology/MESH/,MESH,"The process by which ELECTRONS are transported from a reduced substrate to molecular OXYGEN. (From Bennington, Saunders Dictionary and Encyclopedia of Laboratory Medicine and Technology, 1984, p270)"
106,,gas,Medical Subject Headings,MESH:D005740,D005740,D005740,gas [MESH:D005740],http://purl.bioontology.org/ontology/MESH/D005740,http://purl.bioontology.org/ontology/MESH/,MESH,"The vapor state of matter; nonelastic fluids in which the molecules are in free movement and their mean positions far apart. Gases tend to expand indefinitely, to diffuse and mix readily with other gases, to have definite relations of volume, temperature, and pressure, and to condense or liquefy at low temperatures or under sufficient pressure. (Grant & Hackh's Chemical Dictionary, 5th ed)"
,,tensile strength,Medical Subject Headings,MESH:D013718,D013718,D013718,tensile strength [MESH:D013718],http://purl.bioontology.org/ontology/MESH/D013718,http://purl.bioontology.org/ontology/MESH/,MESH,The maximum stress a material subjected to a stretching load can withstand without tearing.
,,compressive strength,Medical Subject Headings,MESH:D019245,D019245,D019245,compressive strength [MESH:D019245],http://purl.bioontology.org/ontology/MESH/D019245,http://purl.bioontology.org/ontology/MESH/,MESH,The maximum compression a material can withstand without failure.
187,,mechanical phenomena,Medical Subject Headings,MESH:D055595,D055595,D055595,mechanical phenomena [MESH:D055595],http://purl.bioontology.org/ontology/MESH/D055595,http://purl.bioontology.org/ontology/MESH/,MESH,The properties and processes of materials that affect their behavior under force.
,,Ribulose-Bisphosphate Carboxylase,Medical Subject Headings,MESH:D012273,D012273,D012273,,http://purl.bioontology.org/ontology/MESH/D012273,http://purl.bioontology.org/ontology/MESH/,MESH,"A carboxy-lyase that plays a key role in photosynthetic carbon assimilation in the CALVIN-BENSON CYCLE by catalyzing the formation of 3-phosphoglycerate from ribulose 1,5-biphosphate and CARBON DIOXIDE. It can also utilize OXYGEN as a substrate to catalyze the synthesis of 2-phosphoglycolate and 3-phosphoglycerate in a process referred to as photorespiration."
