traitID,trait,label,description_encoded,description,comments,inScheme,type,min,max,units,units_UCUM,units_uom,category,category2,category3,category4,created,modified,deprecated_trait_name,constraints,plant_structure_1,plant_structure_2,plant_structure_3,plant_structure_4,measurement_char_1,measurement_char_2,measurement_char_3,measurement_char_4,measurement_char_5,reviewers,reviewer01,reviewer02,reviewer03,reviewer04,reviewer05,reviewer06,reviewer07,reviewer08,reviewer09,reviewer10,references,ref1,ref2,ref3,ref4,ref5,keyword_1,keyword_2,keyword_3,keyword_4,keyword_5,keyword_6,keyword_7,keyword_8,keyword_9,keyword_10,keyword_11,keyword_12,keyword_13,keyword_14,keyword_15,keyword_16,keyword_17,keyword_18,keyword_19,keyword_20,exact_TOP_verbal,close_TOP_verbal,related_TOP,related_TOP2,exact_other1,close_other1,close_other2,related_other,exact_TRY,close_TRY,related_TRY,exact_LEDA,close_LEDA,related_LEDA,exact_GIFT,close_GIFT,related_GIFT,traitID_code,type_x,trait_category_encoded_x,plant_structure_x,keywords_x,measured_characteristic_x,exact_TOP_verb_x,exact_other1_x,close_TOP_verbal_x,close_other1_verbal_x,close_other2_verbal_x,traitID_x
0000418,wood_Ca_per_dry_mass,Wood calcium (Ca) content per unit wood dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of calcium [CHEBI:22984] in wood [NCIT:C93062] to wood dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,0.001,10,mg/g,mg/g,milligram per gram,wood mineral and ion content trait,,,,2021-07-14,,,,PO_0009047,PO_0005848,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_22984,NCIT_C93062,CHEBI_27027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP731,NA,NA,NA,NA,NA,NA,NA,Stem calcium (Ca) content per stem dry mass [TRY:623] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000418,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; stem mineral and ion content trait [AusTraits]; wood mineral and ion content trait [AusTraits],stem [PO:0009047] > wood [NCIT:C93062],calcium atom [CHEBI:22984]; micronutrient [CHEBI:27027],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", wood calcium content per wood dry mass [TOP:731],,,,,0000418
0000430,wood_K_per_dry_mass,Wood potassium (K) content per unit wood dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of potassium [CHEBI:26216] in wood [NCIT:C93062] to wood dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,0.01,100,mg/g,mg/g,milligram per gram,wood mineral and ion content trait,,,,2021-07-14,,,,PO_0009047,PO_0005848,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_26216,NCIT_C93062,CHEBI_33937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP744,NA,NA,NA,NA,NA,NA,NA,Stem potassium (K) content per stem dry mass [TRY:628] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000430,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; stem mineral and ion content trait [AusTraits]; wood mineral and ion content trait [AusTraits],stem [PO:0009047] > wood [NCIT:C93062],potassium atom [CHEBI:26216]; macronutrient [CHEBI:33937],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", wood potassium content per wood dry mass [TOP:744],,,,,0000430
0000432,wood_Mg_per_dry_mass,Wood magnesium (Mg) content per unit wood dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of magnesium [CHEBI:25107] in wood [NCIT:C93062] to wood dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,0.01,10,mg/g,mg/g,milligram per gram,wood mineral and ion content trait,,,,2021-07-14,,,,PO_0009047,PO_0005848,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_25107,NCIT_C93062,CHEBI_27027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP737,NA,NA,NA,NA,NA,NA,NA,Stem magnesium (Mg) content per stem dry mass [TRY:624] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000432,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; stem mineral and ion content trait [AusTraits]; wood mineral and ion content trait [AusTraits],stem [PO:0009047] > wood [NCIT:C93062],magnesium atom [CHEBI:25107]; micronutrient [CHEBI:27027],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", wood magnesium content per wood dry mass [TOP:737],,,,,0000432
0000438,wood_N_per_dry_mass,Wood nitrogen (N) content per unit wood dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of nitrogen [CHEBI:25555] in wood [NCIT:C93062] to wood dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,0.1,100,mg/g,mg/g,milligram per gram,wood mineral and ion content trait,,,,2021-07-14,,,,PO_0009047,PO_0005848,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_25555,NCIT_C93062,CHEBI_33937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP742,NA,NA,NA,NA,NA,NA,NA,Wood nitrogen (N) content per wood dry mass [TRY:1229] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000438,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; stem mineral and ion content trait [AusTraits]; wood mineral and ion content trait [AusTraits],stem [PO:0009047] > wood [NCIT:C93062],nitrogen atom [CHEBI:25555]; macronutrient [CHEBI:33937],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", wood nitrogen content per wood dry mass [TOP:742],,,,,0000438
0000440,wood_Na_per_dry_mass,Wood sodium (Na) content per unit wood dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of sodium [CHEBI:26708] in wood [NCIT:C93062] to wood dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,0.1,100,mg/g,mg/g,milligram per gram,wood mineral and ion content trait,,,,2021-07-14,,,,PO_0009047,PO_0005848,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_26708,NCIT_C93062,CHEBI_27027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP740,NA,NA,NA,NA,NA,NA,NA,Stem phosphorus (P) content per stem dry mass [TRY:616] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000440,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; stem mineral and ion content trait [AusTraits]; wood mineral and ion content trait [AusTraits],stem [PO:0009047] > wood [NCIT:C93062],sodium atom [CHEBI:26708]; micronutrient [CHEBI:27027],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", wood sodium content per wood dry mass [TOP:740],,,,,0000440
0000444,wood_P_per_dry_mass,Wood phosphorus (P) content per unit wood dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of phosphorus [CHEBI:28659] in wood [NCIT:C93062] to wood dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,0.001,10,mg/g,mg/g,milligram per gram,wood mineral and ion content trait,,,,2021-07-14,,,,PO_0009047,PO_0005848,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_28659,NCIT_C93062,CHEBI_33937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP743,NA,NA,NA,NA,NA,NA,NA,Stem phosphorus (P) content per stem dry mass [TRY:616] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000444,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; stem mineral and ion content trait [AusTraits]; wood mineral and ion content trait [AusTraits],stem [PO:0009047] > wood [NCIT:C93062],phosphorus atom [CHEBI:28659]; macronutrient [CHEBI:33937],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", wood phosphorus content per wood dry mass [TOP:743],,,,,0000444
0000518,wood_dead_Ca_per_dry_mass,Dead wood calcium (Ca) content per unit dead wood dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of calcium [CHEBI:22984] in senescent [PATO:0001487] wood [NCIT:C93062] to the dry mass of the senesced wood.,,,https://github.com/traitecoevo/APD,STATO_0000251,0.1,100,mg/g,mg/g,milligram per gram,senesced wood mineral and ion content trait,,,,2021-07-14,,dead_wood_Ca_per_dry_mass,,PO_0009047,PO_0005848,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_22984,PATO_0001487,NCIT_C93062,PATO_0001422,CHEBI_27027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP750,NA,NA,NA,NA,NA,NA,NA,"Litter (other than leaf: twigs, bark, flowers...) calcium (Ca) content per litter dry mass [TRY:2892] (https://www.try-db.org/de/de.php)",,,,,,,,,APD#0000518,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; stem mineral and ion content trait [AusTraits]; senesced wood mineral and ion content trait [AusTraits],stem [PO:0009047] > wood [NCIT:C93062] > dead wood,"calcium atom [CHEBI:22984]; wood, secondary xylem [PO:0005848]; dead [PATO:0001422]; micronutrient [CHEBI:27027]","mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", coarse woody debris calcium content per coarse woody debris dry mass [TOP:750],,,,,0000518
0000530,wood_dead_K_per_dry_mass,Dead wood potassium (K) content per unit dead wood dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of potassium [CHEBI:26216] in senescent [PATO:0001487] wood [NCIT:C93062] to the dry mass of the senesced wood.,,,https://github.com/traitecoevo/APD,STATO_0000251,0.01,10,mg/g,mg/g,milligram per gram,senesced wood mineral and ion content trait,,,,2021-07-14,,dead_wood_K_per_dry_mass,,PO_0009047,PO_0005848,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_26216,PATO_0001487,NCIT_C93062,PATO_0001422,CHEBI_33937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP763,NA,NA,NA,NA,NA,NA,NA,"Litter (other than leaf: twigs, bark, flowers...) potassium (K) content per litter dry mass [TRY:2891] (https://www.try-db.org/de/de.php)",,,,,,,,,APD#0000530,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; stem mineral and ion content trait [AusTraits]; senesced wood mineral and ion content trait [AusTraits],stem [PO:0009047] > wood [NCIT:C93062] > dead wood,"potassium atom [CHEBI:26216]; wood, secondary xylem [PO:0005848]; dead [PATO:0001422]; macronutrient [CHEBI:33937]","mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]",coarse woody debris potassium content per coarse woody debris dry mass [TOP:763],,,,,0000530
0000532,wood_dead_Mg_per_dry_mass,Dead wood magnesium (Mg) content per unit dead wood dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of magnesium [CHEBI:25107] in senescent [PATO:0001487] wood [NCIT:C93062] to the dry mass of the senesced wood.,,,https://github.com/traitecoevo/APD,STATO_0000251,0.01,10,mg/g,mg/g,milligram per gram,senesced wood mineral and ion content trait,,,,2021-07-14,,dead_wood_Mg_per_dry_mass,,PO_0009047,PO_0005848,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_25107,PATO_0001487,NCIT_C93062,PATO_0001422,CHEBI_27027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP756,NA,NA,NA,NA,NA,NA,NA,"Litter (other than leaf: twigs, bark, flowers...) magnesium (Mg) content per litter dry mass [TRY:2893] (https://www.try-db.org/de/de.php)",,,,,,,,,APD#0000532,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; stem mineral and ion content trait [AusTraits]; senesced wood mineral and ion content trait [AusTraits],stem [PO:0009047] > wood [NCIT:C93062] > dead wood,"magnesium atom [CHEBI:25107]; wood, secondary xylem [PO:0005848]; dead [PATO:0001422]; micronutrient [CHEBI:27027]","mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]",coarse woody debris magnesium content per coarse woody debris dry mass [TOP:756],,,,,0000532
0000538,wood_dead_N_per_dry_mass,Dead wood nitrogen (N) content per unit dead wood dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of nitrogen [CHEBI:25555] in senescent [PATO:0001487] wood [NCIT:C93062] to the dry mass of the senesced wood.,,,https://github.com/traitecoevo/APD,STATO_0000251,0.1,100,mg/g,mg/g,milligram per gram,senesced wood mineral and ion content trait,,,,2021-07-14,,dead_wood_N_per_dry_mass,,PO_0009047,PO_0005848,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_25555,PATO_0001487,NCIT_C93062,PATO_0001422,CHEBI_33937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP761,NA,NA,NA,NA,NA,NA,NA,Litter twig nitrogen (N) content per twig dry mass [TRY:1199] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000538,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; stem mineral and ion content trait [AusTraits]; senesced wood mineral and ion content trait [AusTraits],stem [PO:0009047] > wood [NCIT:C93062] > dead wood,"nitrogen atom [CHEBI:25555]; wood, secondary xylem [PO:0005848]; dead [PATO:0001422]; macronutrient [CHEBI:33937]","mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", coarse woody debris nitrogen content per coarse woody debris dry mass [TOP:761],,,,,0000538
0000540,wood_dead_Na_per_dry_mass,Dead wood sodium (Na) content per unit dead wood dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of sodium [CHEBI:26708] in senescent [PATO:0001487] wood [NCIT:C93062] to the dry mass of the senesced wood.,,,https://github.com/traitecoevo/APD,STATO_0000251,0.001,1,mg/g,mg/g,milligram per gram,senesced wood mineral and ion content trait,,,,2021-07-14,,dead_wood_Na_per_dry_mass,,PO_0009047,PO_0005848,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_26708,PATO_0001487,NCIT_C93062,PATO_0001422,CHEBI_27027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP759,NA,NA,NA,NA,NA,NA,NA,"Litter (other than leaf: twigs, bark, flowers...) sodium (Na) content per litter dry mass [TRY:2898] (https://www.try-db.org/de/de.php)",,,,,,,,,APD#0000540,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; stem mineral and ion content trait [AusTraits]; senesced wood mineral and ion content trait [AusTraits],stem [PO:0009047] > wood [NCIT:C93062] > dead wood,"sodium atom [CHEBI:26708]; wood, secondary xylem [PO:0005848]; dead [PATO:0001422]; micronutrient [CHEBI:27027]","mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]",coarse woody debris sodium content per coarse woody debris dry mass [TOP:759],,,,,0000540
0000544,wood_dead_P_per_dry_mass,Dead wood phosphorus (P) content per unit dead wood dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of phosphorus [CHEBI:28659] in senescent [PATO:0001487] wood [NCIT:C93062] to the dry mass of the senesced wood.,,,https://github.com/traitecoevo/APD,STATO_0000251,0.001,10,mg/g,mg/g,milligram per gram,senesced wood mineral and ion content trait,,,,2021-07-14,,dead_wood_P_per_dry_mass,,PO_0009047,PO_0005848,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_28659,PATO_0001487,NCIT_C93062,PATO_0001422,CHEBI_33937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP762,NA,NA,NA,NA,NA,NA,NA,Litter other than leaf phosphorus (P) content per litter dry mass [TRY:2890] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000544,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; stem mineral and ion content trait [AusTraits]; senesced wood mineral and ion content trait [AusTraits],stem [PO:0009047] > wood [NCIT:C93062] > dead wood,"phosphorus atom [CHEBI:28659]; wood, secondary xylem [PO:0005848]; dead [PATO:0001422]; macronutrient [CHEBI:33937]","mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", coarse woody debris phosphorus content per coarse woody debris dry mass [TOP:762],,,,,0000544
0000612,bark_Al_per_dry_mass,Bark aluminium (Al) content per unit bark dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of aluminium [CHEBI:28984] in bark [PO:0004518] to bark dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,0.01,10,mg/g,mg/g,milligram per gram,stem mineral and ion content trait,,,,2021-07-14,,,,PO_0004518,NA,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_28984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP373,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,APD#0000612,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; stem mineral and ion content trait [AusTraits],bark [PO:0004518],aluminium atom [CHEBI:28984],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]",bark aluminium content per bark dry mass [TOP:373],,,,,0000612
0000614,bark_B_per_dry_mass,Bark boron (B) content per unit bark dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of boron [CHEBI:27560] in bark [PO:0004518] to bark dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,0.001,1,mg/g,mg/g,milligram per gram,stem mineral and ion content trait,,,,2021-07-14,,,,PO_0004518,NA,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_27560,CHEBI_27027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP374,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,APD#0000614,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; stem mineral and ion content trait [AusTraits],bark [PO:0004518],boron atom [CHEBI:27560]; micronutrient [CHEBI:27027],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]",bark boron content per bark dry mass [TOP:374],,,,,0000614
0000616,bark_C_per_dry_mass,Bark carbon (C) content per unit bark dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of carbon [CHEBI:27594] in bark [PO:0004518] to bark dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,50,750,mg/g,mg/g,milligram per gram,stem mineral and ion content trait,,,,2021-07-14,,,,PO_0004518,NA,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_27594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP375,NA,NA,NA,NA,NA,NA,NA,Bark carbon (C) content per bark dry mass [TRY:617] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000616,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; stem mineral and ion content trait [AusTraits],bark [PO:0004518],carbon atom [CHEBI:27594],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", bark calcium content per bark dry mass [TOP:375],,,,,0000616
0000618,bark_Ca_per_dry_mass,Bark calcium (Ca) content per unit bark dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of calcium [CHEBI:22984] in bark [PO:0004518] to bark dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,0.1,100,mg/g,mg/g,milligram per gram,stem mineral and ion content trait,,,,2021-07-14,,,,PO_0004518,NA,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_22984,CHEBI_27027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP376,NA,NA,NA,NA,NA,NA,NA,Bark calcium (Ca) content per bark dry mass [TRY:2957] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000618,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; stem mineral and ion content trait [AusTraits],bark [PO:0004518],calcium atom [CHEBI:22984]; micronutrient [CHEBI:27027],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", bark carbon content per bark dry mass [TOP:376],,,,,0000618
0000626,bark_Cu_per_dry_mass,Bark copper (Cu) content per unit bark dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of copper [CHEBI:28694] in bark [PO:0004518] to bark dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,0.0001,1,mg/g,mg/g,milligram per gram,stem mineral and ion content trait,,,,2021-07-14,,,,PO_0004518,NA,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_28694,CHEBI_27027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP379,NA,NA,NA,NA,NA,NA,NA,Bark copper (Cu) content per bark dry mass [TRY:2958] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000626,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; stem mineral and ion content trait [AusTraits],bark [PO:0004518],copper atom [CHEBI:28694]; micronutrient [CHEBI:27027],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", bark copper content per bark dry mass [TOP:379],,,,,0000626
0000628,bark_Fe_per_dry_mass,Bark iron (Fe) content per unit bark dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of iron [CHEBI:18248] in bark [PO:0004518] to bark dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,0.001,10,mg/g,mg/g,milligram per gram,stem mineral and ion content trait,,,,2021-07-14,,,,PO_0004518,NA,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_18248,CHEBI_27027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP380,NA,NA,NA,NA,NA,NA,NA,Bark iron (Fe) content per bark dry mass [TRY:2959] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000628,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; stem mineral and ion content trait [AusTraits],bark [PO:0004518],iron atom [CHEBI:18248]; micronutrient [CHEBI:27027],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", bark iron content per bark dry mass [TOP:380],,,,,0000628
0000630,bark_K_per_dry_mass,Bark potassium (K) content per unit bark dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of potassium [CHEBI:26216] in bark [PO:0004518] to bark dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,0.01,100,mg/g,mg/g,milligram per gram,stem mineral and ion content trait,,,,2021-07-14,,,,PO_0004518,NA,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_26216,CHEBI_33937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP388,NA,NA,NA,NA,NA,NA,NA,Bark potassium (K) content per bark dry mass [TRY:2960] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000630,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; stem mineral and ion content trait [AusTraits],bark [PO:0004518],potassium atom [CHEBI:26216]; macronutrient [CHEBI:33937],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", bark potassium content per bark dry mass [TOP:388],,,,,0000630
0000632,bark_Mg_per_dry_mass,Bark magnesium (Mg) content per unit bark dry mass,The ratio [PATO:0001470] of the mass [PATO:0000125] of magnesium [CHEBI:25107] in bark [PO:0004518] to bark dry mass.,,,https://github.com/traitecoevo/APD,STATO_0000251,0.01,10,mg/g,mg/g,milligram per gram,stem mineral and ion content trait,,,,2021-07-14,,,,PO_0004518,NA,NA,NA,PATO_0000125,ECSO_00000619,PATO_0001470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,CHEBI_25107,CHEBI_27027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOP381,NA,NA,NA,NA,NA,NA,NA,Bark magnesium (Mg) content per bark dry mass [TRY:2961] (https://www.try-db.org/de/de.php),,,,,,,,,APD#0000632,numeric,biochemical trait [TO:0000277]; mineral and ion content trait [TO:0000465]; stem mineral and ion content trait [AusTraits],bark [PO:0004518],magnesium atom [CHEBI:25107]; micronutrient [CHEBI:27027],"mass [PATO:0000125]; mass fraction [ECSO:00000619]; ratio, proportion [PATO:0001470]", bark magnesium content per bark dry mass [TOP:381],,,,,0000632
