Entity,label,description,identifier,prefix,vocabulary
https://github.com/traitecoevo/APD/APD_glossary/glossary_40076,whole plant leaf dry mass,A leaf mass trait [TO:0000505] which is the sum of the leaf dry mass [TO:0000505] of all leaves [PO:0025034] of a whole plant [PO:0000003] [from TOP].,glossary_40076,APD_glossary,APD_glossary
https://github.com/traitecoevo/APD/APD_glossary/glossary_40080,whole plant stem dry mass,A stem mass trait [TO:0000952] which is the sum of the stem dry mass [TO:0003001] of all leaves [PO:0009047] of a whole plant [PO:0000003] [dervied from TOP].,glossary_40080,APD_glossary,APD_glossary
https://github.com/traitecoevo/APD/APD_glossary/glossary_40081,whole plant dry mass,The dry mass [PATO:0000125] of a whole plant [PO:0000003].,glossary_40081,APD_glossary,APD_glossary
https://github.com/traitecoevo/APD/APD_glossary/glossary_40086,pollinator,A pollinator is an animal that intentionally or unintentionally moves pollen from the male anther of a flower to the female stigma of a flower. [Wikipedia],glossary_40086,APD_glossary,APD_glossary
https://github.com/traitecoevo/APD/APD_glossary/glossary_40088,punch,The force [PATO:0001035] required to punch a hole.,glossary_40088,APD_glossary,APD_glossary
https://github.com/traitecoevo/APD/APD_glossary/glossary_40092,"saturated photosynthetic rate, Asat",Photosynthetic rate [TO:0001015] in a plant whose photosystem [GO:0009521] I and II reaction centers [GO:0009538; GO:0009539] are saturated [NCIT_C61427] by photosynthetically active radiation [ENVO:01001864] and which is exposed to ambient [NCIT:C62306] atmospheric carbon dioxide [ENVO:01000451] concentrations [PATO:0000033] while the measurement is made.,glossary_40092,APD_glossary,APD_glossary
https://github.com/traitecoevo/APD/APD_glossary/glossary_40094,smoulder combustion,"The slow, flameless form of combustion, sustained by the heat evolved when oxygen directly attacks the surface of a condensed-phase fuel. [Wikipedia]",glossary_40094,APD_glossary,APD_glossary
https://github.com/traitecoevo/APD/APD_glossary/glossary_40106,sugar,An informal grouping of carbohydrates [CHEBI:16646] that includes monosaccharides [CHEBI:35381] and disaccharides [CHEBI:36233].,glossary_40106,APD_glossary,APD_glossary
https://github.com/traitecoevo/APD/APD_glossary/glossary_40112,vessel lumen,The lumen [PO:0025117] of the xylem vessel [PO:0025417].,glossary_40112,APD_glossary,APD_glossary
https://github.com/traitecoevo/APD/APD_glossary/glossary_40114,vestiture,"Trichome cover [TO:0006066], a combination of trichome type [TO:0000911], length [PATO:0000122], strength [PATO:0001230], shape [PATO:0000052], density [PATO:0001019], and color [PATO:0000014] [Simpson glossary]",glossary_40114,APD_glossary,APD_glossary
https://github.com/traitecoevo/APD/APD_glossary/glossary_40124,pressure-volume curve,"A plot of the relationship between tissue water content and tissue water potential, which is used in plant water-relations studies to understand tissue/cell elasticity, cell turgor, and cell osmotic potential.",glossary_40124,APD_glossary,APD_glossary
